Data,Object Value,Runtime
wta_100x200x1.txt,2926.7788781577947,1.054508924484253
wta_100x200x2.txt,127.80511881425672,2.082176685333252
wta_100x200x3.txt,17.024566697258663,3.0752477645874023
wta_150x300x1.txt,3759.0584586823175,3.374326229095459
wta_150x300x2.txt,121.44052248186682,6.963499307632446
wta_150x300x3.txt,13.068544459183565,10.68991994857788
wta_200x400x1.txt,5042.485588724209,7.96612548828125
wta_200x400x2.txt,141.28107347736008,16.15864372253418
wta_200x400x3.txt,12.066955000365505,24.681549549102783
wta_250x500x1.txt,6801.268778260583,16.327064514160156
wta_250x500x2.txt,139.0969571533239,31.62904381752014
wta_250x500x3.txt,12.19235696740478,48.35258889198303
wta_300x600x1.txt,8226.999202364856,26.786007404327393
wta_300x600x2.txt,137.79974945573616,55.7363646030426
wta_300x600x3.txt,16.00443923102516,83.35511016845703
wta_350x700x1.txt,9147.759910295392,42.58052372932434
wta_350x700x2.txt,148.4519344146828,86.67038249969482
wta_350x700x3.txt,13.384674598661105,132.07660341262817
wta_400x800x1.txt,11591.156504498187,63.55344319343567
wta_400x800x2.txt,162.7423665691445,135.32300925254822
wta_400x800x3.txt,14.343189642957098,194.41339373588562
wta_450x900x1.txt,12647.769683773,90.63847088813782
wta_450x900x2.txt,167.42347606952185,188.0247790813446
wta_450x900x3.txt,14.898883202478354,278.7691595554352
wta_500x1000x1.txt,13259.524214738965,124.21362400054932
wta_500x1000x2.txt,158.90889869197377,247.81168293952942
wta_500x1000x3.txt,14.30277275461994,376.66447854042053
wta_50x100x1.txt,1782.6876443567621,0.1550278663635254
wta_50x100x2.txt,148.92756458889744,0.26378560066223145
wta_50x100x3.txt,22.384524442264382,0.3924412727355957
